id;power;cordinates;antenna_Location_WGS84_E;antenna_Location_WGS84_N;type;building;streetNumber;street;town;district;state;country;postal
11941;Mittel;POINT (2607625 1171371);46.693512282457085;7.53832165877685;4G;;23d; Stockhorn;Erlenbach i. S.;; 3762; Schweiz; 3762
11942;Sehr Klein;POINT (2688475 1173738);46.70898423900231;8.595679793955762;4G;;;Alter Sustenweg;Wassen UR;; 6484; Schweiz; 6484
11943;Mittel;POINT (2761588 1177403);46.7282354243449;9.552758687814334;4G;;14; Voa Sporz;Lenzerheide/Lai;; 7078; Schweiz; 7078
11944;Mittel;POINT (2614839 1212618);47.06441799287924;7.633969866921375;4G;;;Gyrisbergstrasse;Burgdorf;; 3401; Schweiz; 3401
11945;Mittel;POINT (2683627 1251985);47.413366240889836;8.546736879610512;4G;;3447-4; Friesstrasse;Zürich Postauto;; 8050; Schweiz; 8050
11946;Sehr Klein;POINT (2743070 1265424);47.523967271399606;9.33846337102966;4G;;183; Mittelbergstrasse;Muolen;; 9313; Schweiz; 9313
11947;Mittel;POINT (2706507 1114794);46.1761947074863;8.817900691622423;4G;;;Via Verbano;Minusio;; 6648; Schweiz; 6648
11948;Sehr Klein;POINT (2746073 1255351);47.43273804678691;9.375023245759532;4G;Universität St.Gallen; 50; Dufourstrasse;St. Gallen Kaserne;; 9000; Schweiz; 9000
11950;Gross;POINT (2612241 1232524);47.243520796402194;7.600307268615831;4G;;11; Scharlenweg;Flumenthal;; 4534; Schweiz; 4534
11952;Sehr Klein;POINT (2575920 1205170);46.99714766441134;7.122041324489591;4G;;80; Herrenhalde;Ins;; 3232; Schweiz; 3232
11955;Sehr Klein;POINT (2601088 1197348);46.927226754718724;7.452918594333767;4G;;9; Quellenweg;Wabern;; 3084; Schweiz; 3084
11957;Gross;POINT (2751254 1261783);47.489397968097585;9.44585629266786;4G;;42; Rorschacherstrasse;Steinach;; 9323; Schweiz; 9323
11958;Mittel;POINT (2537127 1153213);46.527251424266176;6.619186367757635;4G;Église Saint-Paul; 41B; Avenue de France;Lausanne;; 1004; Schweiz; 1004
11959;Mittel;POINT (2595389 1201594);46.96540452811092;7.3780453478225665;4G;;12c; Kappelenring;Hinterkappelen;; 3032; Schweiz; 3032
11960;Mittel;POINT (2597641 1227407);47.19760288935931;7.407496966737084;4G;Sunnepark; 48; Wissbächlistrasse;Grenchen Schmelzi;; 2540; Schweiz; 2540
11961;Mittel;POINT (2697373 1238462);47.289863132243084;8.725910325007632;4G;;;Grüningerstrasse;Esslingen;; 8133; Schweiz; 8133
11962;Klein;POINT (2656274 1181838);46.785337362789164;8.175593168872002;4G;;A8; Lungern;Lungern;; 6078; Schweiz; 6078
11963;Mittel;POINT (2694155 1246943);47.36660182582345;8.685156267667455;4G;Personalrestaurant Scale's; 44; Im Langacher;Nänikon Zust;; 8606; Schweiz; 8606
11964;Gross;POINT (2682743 1233179);47.24434616681175;8.531554430021588;4G;;;Busgarage Hausen;Hausen am Albis;; 8915; Schweiz; 8915
11965;Sehr Klein;POINT (2724908 1238690);47.28727575361923;9.08989424990652;4G;;20; Tunnelweg;Wattwil Zust;; 9630; Schweiz; 9630
11966;Mittel;POINT (2646507 1249274);47.392651141105056;8.054618999360205;4G;;;Relais 102;Aarau Postauto AG;; 5000; Schweiz; 5000
11967;Mittel;POINT (2550921 1168829);46.66887746507953;6.797293626432885;4G;;1; Place de l'Hôtel -de-Ville;Moudon;; 1510; Schweiz; 1510
11968;Gross;POINT (2532950 1153782);46.531963386271016;6.56466716911807;4G;;10; Chemin de Veilloud;Ecublens VD;; 1024; Schweiz; 1024
11969;Mittel;POINT (2684727 1254619);47.436913684325674;8.561810161108072;4G;;36; Rohrstrasse;Glattbrugg;; 8152; Schweiz; 8152
11972;Mittel;POINT (2538821 1150722);46.50500185031096;6.6415939618902184;4G;;;Tour Haldimand;Lausanne;; 1006; Schweiz; 1006
11974;Sehr Klein;POINT (2500073 1117652);46.202887807568544;6.143974382768602;4G;;22; Rue de la Cité;Genève;; 1204; Schweiz; 1204
11977;Mittel;POINT (2683712 1260296);47.48809740939834;8.549421833648536;4G;;;Seehaldenstrasse;Winkel;; 8185; Schweiz; 8185
11978;Sehr Klein;POINT (2504909 1118174);46.20828442998286;6.20651351567526;4G;Clinique de Belle-Idée; 2; Chemin du Petit-Bel-Air;Thônex;; 1226; Schweiz; 1226
11979;Sehr Klein;POINT (2632095 1170900);46.68854916657596;7.858191244291194;4G;;44; Strandbadstrasse;Interlaken Bönig.;; 3800; Schweiz; 3800
11980;Mittel;POINT (2610091 1268084);47.563389108818455;7.572707436794612;4G;;28; Burgfelderstrasse;Basel;; 4055; Schweiz; 4055
11981;Klein;POINT (2611340 1267106);47.554573014215954;7.589278906904419;4G;;;Barfüsserplatz;Basel;; 4001; Schweiz; 4001
11982;Sehr Klein;POINT (2536179 1154013);46.53435758968445;6.606720798225157;4G;Prilly Centre; 28; Route de Cossonay;Prilly;; 1008; Schweiz; 1008
11983;Mittel;POINT (2682424 1244485);47.34606764854296;8.529417090066115;4G;;155; Mutschellenstrasse;Zürich;; 8038; Schweiz; 8038
11984;Mittel;POINT (2530625 1175170);46.72410961075539;6.531134189009773;4G;;2; Rue de la Poste;Orbe Distribution;; 1350; Schweiz; 1350
11986;Sehr Klein;POINT (2681830 1249700);47.39304228488131;8.522510341178908;4G;;69; Hönggerstrasse;Zürich Scheffelstr;; 8037; Schweiz; 8037
11987;Sehr Klein;POINT (2491983 1114513);46.173403922233014;6.0399063036351315;4G;;6; Route de la Croix-en-Champagne;Cartigny;; 1236; Schweiz; 1236
11989;Sehr Klein;POINT (2588531 1220835);47.13839303991221;7.28744334771129;4G;;;Tunnel du Längholz / Längholztunnel;Brügg BE;; 2555; Schweiz; 2555
11990;Mittel;POINT (2698747 1232695);47.23779461028864;8.742804331027553;4G;;13; Industriestrasse;Stäfa Bahnhofstr;; 8712; Schweiz; 8712
11991;Gross;POINT (2697440 1122400);46.245979248058596;8.702091060116544;4G;;;Maggia;Giumaglio;; 6678; Schweiz; 6678
11992;Mittel;POINT (2683351 1246777);47.36656401299666;8.542109820219265;4G;;;Bürkliplatz;Zürich;; 8001; Schweiz; 8001
11993;Sehr Klein;POINT (2730096 1220093);47.119039275582296;9.153085552050241;4G;;11; Nidstalden;Obstalden;; 8758; Schweiz; 8758
11994;Gross;POINT (2723550 1078198);45.844153900228406;9.028943009458432;4G;;;Via Mercole;Vacallo;; 6833; Schweiz; 6833
11995;Sehr Klein;POINT (2715093 1094382);45.99119838394477;8.924058394223078;4G;;A2; Viglio;Montagnola;; 6926; Schweiz; 6926
11997;Sehr Klein;POINT (2500201 1116944);46.19653880643682;6.145783836519618;4G;;;Rue Micheli-du-Crest;Genève;; 1205; Schweiz; 1205
11998;Mittel;POINT (2570018 1193338);46.890476739367514;7.045228774006311;4G;;;Holcim;Donatyre;; 1580; Schweiz; 1580
11999;Mittel;POINT (2578604 1200150);46.9520847371272;7.157566123401674;4G;;;Reben;Galmiz;; 3285; Schweiz; 3285
12001;Sehr Klein;POINT (2653050 1210150);47.04026454580202;8.136670752676169;4G;;6; Industrie Süd;Schachen LU;; 6105; Schweiz; 6105
12002;Sehr Klein;POINT (2600361 1199659);46.94801535872532;7.4433743437281725;4G;Mishio; 2; Bärenplatz;Bern;; 3011; Schweiz; 3011
12004;Klein;POINT (2564810 1206655);47.01000729205816;6.975860701968701;4G;;A5; Hauterive (NE);Hauterive NE;; 2068; Schweiz; 2068
12005;Mittel;POINT (2683325 1249398);47.39013888640119;8.542253634000195;4G;;43; Langmauerstrasse;Zürich;; 8006; Schweiz; 8006
12006;Sehr Klein;POINT (2646460 1249032);47.39047792304517;8.053971382857306;4G;;1; Luxweg;Aarau Postauto AG;; 5000; Schweiz; 5000
12007;Sehr Klein;POINT (2598087 1193495);46.892565928244665;7.413531416841142;4G;;108; Büschigasse;Gasel;; 3144; Schweiz; 3144
12008;Mittel;POINT (2749298 1238790);47.283107105067074;9.412234980451576;4G;;;Berggasthaus Ebenalp;Wasserauen;; 9057; Schweiz; 9057
12010;Mittel;POINT (2553278 1216895);47.10139931161278;6.823154382645881;4G;École d'Arts Appliqués; 60; Rue de la Paix;La Cibourg;; 2300; Schweiz; 2300
12011;Mittel;POINT (2594115 1116160);46.196873119261994;7.36241038389037;4G;;;Mayens-de-l'Hôpital;Sion rue Casernes;; 1950; Schweiz; 1950
12012;Klein;POINT (2682409 1247065);47.36927257936181;8.529693301504294;4G;;;Freigutstrasse;Zürich;; 8022; Schweiz; 8022
12013;Klein;POINT (2624530 1135400);46.36952905335914;7.7574194984944675;4G;;2; Bahnhofstrasse;Kippel;; 3917; Schweiz; 3917
12014;Klein;POINT (2601274 1250400);47.40441562648412;7.455502234298926;4G;;;Baselstrasse;Liesberg Dorf;; 4254; Schweiz; 4254
12015;Sehr Klein;POINT (2537950 1152415);46.520150280378644;6.630019540654031;4G;;;Lausanne-Flon;Lausanne;; 1003; Schweiz; 1003
12017;Mittel;POINT (2714480 1110175);46.133343447788725;8.919997319362194;4G;;A2; Rivera;Rivera Caserma;; 6802; Schweiz; 6802
12018;Sehr Klein;POINT (2697426 1151787);46.510301446200195;8.708074114413302;4G;;A2; Ambrì Sotto;Quinto;; 6777; Schweiz; 6777
12019;Mittel;POINT (2686385 1241095);47.31507284594848;8.581176168989536;4G;;6; Kaspar-Fenner-Strasse;Küsnacht ZH Zust;; 8700; Schweiz; 8700
12021;Sehr Klein;POINT (2717109 1095864);46.00418079759237;8.95043946865017;4G;Gabbani; 12; Via Pessina;Lugano 4;; 6900; Schweiz; 6900
12023;Sehr Klein;POINT (2616903 1232043);47.23909198486301;7.661865027435752;4G;Retablierungsstelle; 1; Arsenalstrasse;Wangen an der Aare;; 3380; Schweiz; 3380
12024;Gross;POINT (2782700 1146979);46.449228527209286;9.816751990573199;4G;;;Via dal God Mez;Silvaplana-Surlej;; 7513; Schweiz; 7513
12025;Sehr Klein;POINT (2684481 1212112);47.05465180193185;8.55056535644736;4G;;15; Tennmattstrasse;Goldau Zust;; 6410; Schweiz; 6410
12027;Sehr Klein;POINT (2683787 1248926);47.38583543883981;8.548283552272144;4G;;1; Winterthurerstrasse;Zürich;; 8006; Schweiz; 8006
12028;Mittel;POINT (2529884 1157112);46.561601855207996;6.524199754508912;4G;;;Independent;Aclens;; 1123; Schweiz; 1123
12029;Sehr Klein;POINT (2663500 1212600);47.06138291330152;8.274507183314077;4G;;20; Ruopigenplatz;Luzern;; 6015; Schweiz; 6015
12030;Sehr Klein;POINT (2681249 1248556);47.382825785353575;8.514607873639141;4G;;;Hardbrücke;Zürich;; 8004; Schweiz; 8004
12031;Sehr Klein;POINT (2706108 1114783);46.17615875176969;8.812732238624928;4G;;;Minusio;Minusio;; 6648; Schweiz; 6648
12033;Sehr Klein;POINT (2500200 1117790);46.20414789800836;6.145590011284839;4G;;;CoopCity Rhône;Genève;; 1204; Schweiz; 1204
12034;Klein;POINT (2580010 1245255);47.35783573654416;7.17402883288531;4G;;;Route de Tariche;St-Ursanne;; 2882; Schweiz; 2882
12036;Sehr Klein;POINT (2610700 1228100);47.203755183095126;7.57984913277004;4G;;401; Luterbachstrasse;Derendingen;; 4552; Schweiz; 4552
12037;Klein;POINT (2610700 1254891);47.4447234308468;7.580484578790968;4G;;;Eggfluetunnel;Nenzlingen;; 4224; Schweiz; 4224
12038;Sehr Klein;POINT (2637024 1161745);46.60594174197736;7.92188669622698;4G;Wengen Tourismus; 1349b; Wengiboden;Eigergletscher;; 3823; Schweiz; 3823
12039;Klein;POINT (2700522 1149489);46.48917466438377;8.747907193700224;4G;;;Viadotto del Dazio;Prato (Leventina);; 6773; Schweiz; 6773
12040;Klein;POINT (2557184 1210520);47.04432264719756;6.875211292949105;4G;;A20; Les Hauts-Geneveys;Les Hauts-Geneveys;; 2208; Schweiz; 2208
12041;Sehr Klein;POINT (2811475 1167375);46.6241263995515;10.200358143775707;4G;;;Munt-la-Schera-Tunnel;Zernez;; 7530; Schweiz; 7530
12044;Sehr Klein;POINT (2677925 1220775);47.13337123787712;8.465778143548725;4G;Hotel Waldheim; 27; Rischerstrasse;Buonas;; 6343; Schweiz; 6343
12045;Klein;POINT (2666147 1202464);46.969955711260745;8.307870396062315;4G;;;Brünigstrasse;Hergiswil NW;; 6052; Schweiz; 6052
12046;Sehr Klein;POINT (2698904 1109862);46.13299385330664;8.718418886426448;4G;;;Porto Ronco;Isole di Brissago;; 6614; Schweiz; 6614
12047;Mittel;POINT (2683575 1249376);47.38990936316853;8.545560302477286;4G;;75; Winterthurerstrasse;Zürich;; 8006; Schweiz; 8006
12049;Mittel;POINT (2734536 1268347);47.55205244148322;9.226064370287002;4G;;;Lista;Engishofen;; 8586; Schweiz; 8586
12050;Mittel;POINT (2605617 1206647);47.01085016618947;7.5124991928537925;4G;;;Schönbühl;Urtenen-S. Z-Platz;; 3322; Schweiz; 3322
12051;Mittel;POINT (2755870 1236117);47.2575533239559;9.498145278625973;4G;;15; Neudorf;Sennwald;; 9466; Schweiz; 9466
12052;Mittel;POINT (2661531 1270051);47.57827653186641;8.256469479736063;4G;;;Nägeliweg;Klingnau Wiesenweg;; 5313; Schweiz; 5313
12053;Mittel;POINT (2685449 1253180);47.42387918435823;8.571104761791752;4G;;;Rietwiesenstrasse;Glattbrugg;; 8152; Schweiz; 8152
12054;Gross;POINT (2628042 1200583);46.95573740061424;7.8070287193167704;4G;;940a; Vogelsang;Gohl;; 3553; Schweiz; 3553
12055;Mittel;POINT (2669536 1245513);47.35679837188818;8.359035125697956;4G;;76; Belvédèrestrasse;Zufikon;; 5621; Schweiz; 5621
12056;Mittel;POINT (2681245 1249302);47.38953533869549;8.514690369825372;4G;Technopark; 1; Technoparkstrasse;Zürich;; 8005; Schweiz; 8005
12057;Mittel;POINT (2715574 1280278);47.66294525244798;8.977314252743865;4G;Füllemann; 1; Weierstrasse;Steckborn;; 8266; Schweiz; 8266
12058;Mittel;POINT (2500060 1116341);46.19109425754902;6.144086630476347;4G;IFAGE; 19; Place des Augustins;Genève;; 1205; Schweiz; 1205
12059;Mittel;POINT (2556964 1147683);46.479080022322066;6.8782365319947525;4G;;;Chemin de Pangires;;; 1086; Schweiz; 1086
12061;Mittel;POINT (2689259 1250201);47.396583070836016;8.620997431425193;4G;;26; Usterstrasse;Dübendorf Wilstr;; 8600; Schweiz; 8600
12063;Mittel;POINT (2624938 1252535);47.423149237141835;7.769119662270135;4G;;3; Kirchgasse;Hölstein;; 4434; Schweiz; 4434
12064;Mittel;POINT (2718635 1255464);47.43927319041078;9.011433753486608;4G;;145; Hauptstrasse;Littenheid;; 9573; Schweiz; 9573
12065;Gross;POINT (2589489 1214228);47.0789799308261;7.300226599260634;4G;;57d; Bielstrasse;Lyss Werkstrasse;; 3250; Schweiz; 3250
12066;Mittel;POINT (2654339 1241427);47.32147659445559;8.157398452686026;4G;;1; Leutwilerstrasse;Dürrenäsch;; 5724; Schweiz; 5724
12067;Mittel;POINT (2644485 1261969);47.50696686554351;8.029102554960593;4G;;;Bergstrasse;Frick Zustellung;; 5070; Schweiz; 5070
12068;Mittel;POINT (2683189 1242625);47.32924370993575;8.53919450266406;4G;;32; Bächlerstrasse;Kilchberg ZH;; 8802; Schweiz; 8802
12069;Mittel;POINT (2536666 1153723);46.531795371512615;6.6131083125487535;4G;;21; Avenue de la Chablière;Lausanne;; 1004; Schweiz; 1004
12070;Mittel;POINT (2705212 1231946);47.23006054829795;8.827996763698296;4G;;6; Bildaustrasse;Jona;; 8645; Schweiz; 8645
12071;Mittel;POINT (2681196 1247997);47.37780501108239;8.513804659221906;4G;;60; Zypressenstrasse;Zürich;; 8004; Schweiz; 8004
12072;Mittel;POINT (2585635 1211674);47.05593400810986;7.249560751840771;4G;;13; Römerstrasse;Epsach;; 3272; Schweiz; 3272
12073;Mittel;POINT (2612933 1268523);47.567287774266774;7.610483649991924;4G;Fr. Sauter AG; 55; Im Surinam;Basel;; 4058; Schweiz; 4058
12074;Sehr Klein;POINT (2747025 1259475);47.46960591807075;9.388997068527424;4G;;48; Betten;Wittenbach;; 9300; Schweiz; 9300
12075;Gross;POINT (2661100 1194650);46.900154472864884;8.240503621481444;4G;;;Unterrüti-Sarnen;Sarnen 2 Zust;; 6060; Schweiz; 6060
12076;Mittel;POINT (2684135 1246227);47.36151803186412;8.552384473651642;4G;;44; Florastrasse;Zürich;; 8008; Schweiz; 8008
12077;Mittel;POINT (2626984 1105910);46.10415762986977;7.787608463336477;4G;;;Gere;Randa;; 3928; Schweiz; 3928
12078;Mittel;POINT (2680946 1270463);47.579874932814576;8.514573318033285;4G;;25; Bauelenzelgstrasse;Eglisau;; 8193; Schweiz; 8193
12079;Mittel;POINT (2728070 1255655);47.43922187980666;9.136535837845758;4G;;;Altbau;Uzwil;; 9240; Schweiz; 9240
12080;Mittel;POINT (2654498 1251710);47.41394771759754;8.160752624864132;4G;;;Kafi Untergrund;Rupperswil;; 5102; Schweiz; 5102
12081;Klein;POINT (2684610 1256330);47.452315993371876;8.560583641526268;4G;;;Airside Center;Kloten Kaserne;; 8302; Schweiz; 8302
12082;Mittel;POINT (2613555 1266011);47.54468312016601;7.61867292270045;4G;;216; Gellertstrasse;Basel;; 4052; Schweiz; 4052
12083;Mittel;POINT (2609719 1266695);47.55090242887081;7.567734259431212;4G;;48; General Guisan-Strasse;Basel;; 4054; Schweiz; 4054
12085;Mittel;POINT (2682502 1243695);47.33895304980513;8.530303768225995;4G;;1; Studackerstrasse;Zürich;; 8038; Schweiz; 8038
12087;Mittel;POINT (2758366 1261177);47.48227460795533;9.539977214702022;4G;;71; Hauptstrasse;Staad SG;; 9422; Schweiz; 9422
12088;Mittel;POINT (2683506 1247841);47.376113338362906;8.544360070648212;4G;Sorell Hotel Rütli; 43; Zähringerstrasse;Zürich;; 8001; Schweiz; 8001
12089;Mittel;POINT (2682472 1245388);47.35418273272035;8.530218458553415;4G;;4; Hans-Huber-Strasse;Zürich PF Fil Enge;; 8002; Schweiz; 8002
12090;Mittel;POINT (2609054 1208617);47.028532745236426;7.5577373500347775;4G;;16; Chabisgasse;Hettiswil;; 3325; Schweiz; 3325
12091;Klein;POINT (2532126 1167890);46.65878140372587;6.551845456868379;4G;;;En Pévraz;Eclépens;; 1312; Schweiz; 1312
12093;Mittel;POINT (2612497 1263414);47.52134717332754;7.604546961727023;4G;;;Stöckackerstrasse;Münchenstein Stöck;; 4142; Schweiz; 4142
12094;Mittel;POINT (2710433 1267881);47.5523585689868;8.905799763445861;4G;;21; Rosenbergstrasse;Frauenfeld 1 Zust;; 8500; Schweiz; 8500
12095;Sehr Klein;POINT (2611500 1266275);47.54709646618492;7.591383203174968;4G;;24; Centralbahnstrasse;Basel;; 4051; Schweiz; 4051
12096;Sehr Klein;POINT (2538038 1152436);46.52034734597977;6.631163432275808;4G;;;Lausanne-Flon;Lausanne;; 1003; Schweiz; 1003
12098;Mittel;POINT (2533096 1179468);46.76302255849271;6.562826193605256;4G;;;Chemin de Praz Quicon;Mathod;; 1438; Schweiz; 1438
12099;Gross;POINT (2607026 1254396);47.440320489000534;7.5317668837051235;4G;;;Leimertsgartenweg;Zwingen;; 4222; Schweiz; 4222
12100;Mittel;POINT (2767859 1184352);46.78917063009595;9.637310306051274;4G;;;Weisshorngipfel;Arosa Zust;; 7050; Schweiz; 7050
12101;Mittel;POINT (2641614 1129700);46.31741454706177;7.978917641133511;4G;;;Glis;Glis Gliserallee;; 3902; Schweiz; 3902
12102;Gross;POINT (2719417 1263054);47.50738199625054;9.023831295622626;4G;;34; Münchwilerstrasse;Tobel;; 9555; Schweiz; 9555
12103;Mittel;POINT (2689197 1251165);47.40526087794181;8.620368571558084;4G;;2; Rotbuchstrasse;Dübendorf Wilstr;; 8600; Schweiz; 8600
12104;Mittel;POINT (2544324 1149167);46.491495488912456;6.713470934902024;4G;;127; Route de Lausanne;Villette (Lavaux);; 1096; Schweiz; 1096
12105;Gross;POINT (2772653 1202884);46.9545761457001;9.707086913373299;4G;;28; Stels;Lunden;; 7222; Schweiz; 7222
12106;Gross;POINT (2614052 1229730);47.218354009538615;7.624140145691651;4G;;6; Gewerbestrasse;Deitingen;; 4543; Schweiz; 4543
12107;Mittel;POINT (2537053 1153697);46.531598084046394;6.6181558722768035;4G;;50; Avenue des Bergières;Lausanne;; 1004; Schweiz; 1004
12108;Mittel;POINT (2531011 1153271);46.527169487851474;6.539471652561214;4G;Gare de Lausanne Triage; 32; Route de la Gare;Denges;; 1026; Schweiz; 1026
12109;Gross;POINT (2682607 1249074);47.387315472644524;8.532685229849356;4G;Wasserkraftwerk Letten; 99; Wasserwerkstrasse;Zürich Limmatstr.;; 8031; Schweiz; 8031
12110;Gross;POINT (2533119 1164156);46.625294584505376;6.565362138945101;4G;;;Route de Daillens;Assens;; 1042; Schweiz; 1042
12111;Klein;POINT (2681720 1245430);47.35465411251025;8.520273974026667;4G;;;Allmend Brunau R6;Zürich Sihlcity;; 8045; Schweiz; 8045
12112;Mittel;POINT (2684173 1237613);47.284043277302935;8.551270720166636;4G;;79; Gattikonerstrasse;Gattikon;; 8136; Schweiz; 8136
12113;Gross;POINT (2667527 1219970);47.12727322905216;8.32861184673891;4G;;16; Inwilstrasse;Eschenbach LU;; 6274; Schweiz; 6274
12114;Mittel;POINT (2537300 1153389);46.52885082463872;6.621417057944472;4G;;12; Chemin du Cerisier;Lausanne;; 1004; Schweiz; 1004
12115;Mittel;POINT (2507107 1122400);46.24660275459708;6.234147497031352;4G;Église Saint-Pierre; 42; Route de Gy;Meinier;; 1252; Schweiz; 1252
12116;Mittel;POINT (2637654 1236969);47.28254289714817;7.936330152722591;4G;;38; Kanalweg;Zofingen U. Graben;; 4800; Schweiz; 4800
12117;Gross;POINT (2650308 1141905);46.42660806166988;8.093107889705164;4G;;;Cube Aletsch;Bettmeralp;; 3992; Schweiz; 3992
12118;Gross;POINT (2581328 1195068);46.9064538776441;7.1935588926507945;4G;;;Liebistorf;Kleinbösingen;; 3213; Schweiz; 3213
12119;Mittel;POINT (2493687 1120052);46.22349433788324;6.060705915249717;4G;;11; Chemin de l'Epinglier;Meyrin;; 1217; Schweiz; 1217
12120;Mittel;POINT (2660684 1269145);47.57020753175716;8.245088535016329;4G;;;Böttsteinerstrasse;Kleindöttingen;; 5314; Schweiz; 5314
12121;Mittel;POINT (2731309 1240025);47.29803765415963;9.17487817355426;4G;Katholische Kirche St. Johannes der Täufer; 34; Scherbstrasse;Bächli (Hemberg);; 9633; Schweiz; 9633
12122;Mittel;POINT (2608246 1149717);46.49871539946777;7.546055762698999;4G;;1966; schutz wald mensch lernpfade;Adelboden;; 3715; Schweiz; 3715
12123;Gross;POINT (2696190 1264121);47.52078738100591;8.715794742364633;4G;Polizeiposten Verkehrsstützpunkt Winterthur; 215; Schaffhauserstrasse;Winterthur Kaserne;; 8400; Schweiz; 8400
12124;Mittel;POINT (2704745 1238513);47.28919278339669;8.823361474582521;4G;;;Haldenstrasse;Bubikon;; 8608; Schweiz; 8608
12125;Mittel;POINT (2570790 1124750);46.27353355250718;7.059718681465345;4G;;19; Avenue de la Gare;Gryon;; 1882; Schweiz; 1882
12126;Gross;POINT (2722740 1212640);47.05341927680797;9.054151351669619;4G;;99; Landstrasse;Klöntal;; 8750; Schweiz; 8750
12127;Gross;POINT (2646898 1219706);47.12668094884827;8.056715062587502;4G;;1; Gewerbe Mooshof;Grosswangen;; 6022; Schweiz; 6022
