Name;Transportunternehmen_Abkuerzung;Betriebspunkttyp_Bezeichnung;Verkehrsmittel_Bezeichnung;Gemeinde_Name;E;N;H;antenna_Location_WGS84_E;antenna_Location_WGS84_N;postal
Wil SG, Scheibenberg;BOS;Haltestelle;Bus;Wil (SG);2721150;1258800;590;47.46881269550196;9.045673095652036;None
Lenggenwil, Dorf;PAG;Haltestelle;Bus;Niederhelfenschwil;2729052;1259718;547;47.47556396901663;9.150726156000024;9527
Nyon (lac);CGN;Haltestelle;Schiff;Nyon;2508063;1137471;373;46.38229168004136;6.243560650423274;None
Meierskappel, Feissenacher;PAG;Haltestelle;Bus;Meierskappel;2675560;1218504;544;47.11321974957183;8.434228153763552;6344
Inwil, Nussbaum;PAG;Haltestelle;Bus;Inwil;2672178;1219769;409;47.1249746863392;8.38987250297176;6034
Sierre, Villa;BS;Haltestelle;Bus;Sierre;2606482;1126907;565;46.29354463232037;7.522761991357577;None
Herzogenbuchsee;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Herzogenbuchsee;2619882;1226381;464;47.188081790906935;7.700959091761409;None
Sevelen, Rietli;BOS;Haltestelle;Bus;Sevelen;2755347;1221479;456;47.1260571187753;9.4861908341749;9475
St-Luc, Tsampetros;PAG;Haltestelle;Bus;Anniviers;2611946;1119328;1689;46.22529266690568;7.593476121538524;None
Bern Wankdorf, Bahnhof;SVB;Haltestelle;Bus / Tram;Bern;2601960;1201725;552;46.96659673982019;7.464386384492171;3029
Freienbach, Kirche;PAG;Haltestelle;Bus;Freienbach;2700088;1229109;412;47.20534256040196;8.759714574565578;8807
Bern Flughafen;SVB;Haltestelle;Bus;Belp;2604750;1195864;510;46.91386215083013;7.500986429475809;3123
Aproz, rte de Coor;PAG;Haltestelle;Bus;Nendaz;2589961;1116707;529;46.20174409327361;7.308587115902894;None
La Punt Chamues-ch;RhB FR VR;Haltestelle und Bedienpunkt;Zug;La Punt Chamues-ch;2790430;1161615;1700;46.57867035618199;9.92333640995058;7522
Bettlach, Krone;BGU;Haltestelle;Bus;Bettlach;2598957;1227860;471;47.20168102041163;7.424862724738341;None
Cioss Prato (Bedretto);PAG;Haltestelle;Bus;Bedretto;2680356;1149332;1548;46.49048572427768;8.485259160847486;None
Windegg;SAW;Haltestelle;Sesselbahn;Brienz (BE);2646106;1173342;1913;46.70969534612155;8.041585718643578;None
Airolo, Funivia;PAG;Haltestelle;Bus;Airolo;2689168;1153277;1164;46.524854296827485;8.600778551021772;None
Studen BE, Schulhaus;asm;Haltestelle;Bus;Studen (BE);2589458;1218309;435;47.1156876108269;7.2997225468555715;None
Rolle, Baccara;PAG;Haltestelle;Bus;Rolle;2514332;1145751;421;46.45759890408115;6.323507477848245;None
Yvorne, anc. poste;TPC;Haltestelle;Bus;Yvorne;2563250;1131000;441;46.32938418506041;6.961414010987091;1853
Leysin, American School;OTL;Haltestelle;Bus;Leysin;2566365;1132210;1358;46.340432396534986;7.001776249970131;None
Kleinlützel, Frohmatt;PAG;Haltestelle;Bus;Kleinlützel;2598438;1252721;419;47.42529010776492;7.417922431449251;4245
Lumino, Cappelletta;PAG;Haltestelle;Bus;Lumino;2725098;1120994;250;46.22875891750509;9.06024875391991;6533
Ennenda, Seilbahn;PAG;Haltestelle;Bus;Glarus;2724991;1210244;485;47.031451221031766;9.083109770175527;None
Gandria (lago);SNL;Haltestelle;Schiff;Lugano;2721251;1096097;274;46.005545603538366;9.003955809845676;6901
Turbenthal, Oberhofen;PAG;Haltestelle;Bus;Turbenthal;2708624;1254708;592;47.43420362821362;8.87855972102411;None
Diesbach-Betschwanden;SBB CFF FFS;Haltestelle;Zug;Glarus Süd;2720719;1200674;597;46.94617728408039;9.024375038332472;None
Arbedo, Polveriera;PAG;Haltestelle;Bus;Arbedo-Castione;2724230;1119971;245;46.21971917208074;9.048728174366593;None
Gstaad, Badweidli;PAG;Haltestelle;Bus;Saanen;2589135;1146086;1085;46.46601293714366;7.29719482352609;3792
Grimsel, Summerloch;PAG;Haltestelle;Bus;Guttannen;2668822;1158442;1846;46.573714656435406;8.336402758153316;3864
Saxeten, Schulhaus;PAG;Haltestelle;Bus;Saxeten;2630201;1165042;1112;46.63594239113835;7.833048501394749;3813
Aedermannsdorf, Staatsstrasse;PAG;Haltestelle;Bus;Aedermannsdorf;2613310;1238675;509;47.2988254210276;7.614608019698711;4714
Neirivue, gare;TPF;Haltestelle;Bus;Haut-Intyamon;2571041;1153042;754;46.528045525549686;7.061203433313067;None
Ropraz, Corcelles-Jorat;PAG;Haltestelle;Bus;Ropraz;2546855;1160216;783;46.59108992516386;6.74516036920683;1088
Delémont, Emile-Boéchat;PAG;Haltestelle;Bus;Delémont;2593651;1245609;413;47.36129401889082;7.35458164564443;None
Böbikon, Schulhaus;PAG;Haltestelle;Bus;Zurzach;2667190;1267403;453;47.55390810213428;8.331280381282948;None
Berzona (Onsernone), Salei;PAG;Haltestelle;Bus;Onsernone;2694493;1117595;699;46.20318103782856;8.662913225623964;None
Tribschen;SGV;Haltestelle;Schiff;Luzern;2667796;1210495;435;47.042024234379134;8.33073755803968;6006
Diessbach bei Büren, Friedhof;RBS;Haltestelle;Bus;Diessbach bei Büren;2593504;1217442;449;47.10794160101969;7.35304732662795;None
Gerlafingen, Sonnenfeld;BSU;Haltestelle;Bus;Gerlafingen;2610377;1224051;454;47.16734070556698;7.57549347339419;None
Wettingen, Schönenbühlstrasse;RVBW;Haltestelle;Bus;Wettingen;2667359;1257837;407;47.46786113483786;8.332078765080968;None
Zürich, Max-Bill-Platz;VBZ;Haltestelle;Bus;Zürich;2683218;1252055;439;47.414047586777976;8.541331111222705;8030
Ruggell, Oberwiler;VLM;Haltestelle;Bus;Ruggell;2758039;1233706;433;47.23535938772507;9.525943468957868;9491
Birmensdorf ZH;SBB CFF FFS;Haltestelle;Zug;Birmensdorf (ZH);2675467;1245656;488;47.3574321731886;8.437556453022772;None
Fribourg, Villa-Beau-Site;TPF;Haltestelle;Bus;Fribourg;2577883;1182404;642;46.79243180553665;7.148958986695029;1708
Avenches, gare;PAG;Haltestelle;Bus;Avenches;2569711;1192691;438;46.88464291658027;7.041243716437001;None
Zürich, Klinik Hirslanden;VBZ;Haltestelle;Bus;Zürich;2685981;1245170;486;47.35177381667215;8.576615084356858;8030
Beckenried Stafel;BBE;Haltestelle;Sesselbahn;Beckenried;2679057;1197951;1502;46.92795239590657;8.476718204977443;6375
Walzenhausen, Wilen;PAG;Haltestelle;Bus;Walzenhausen;2764413;1256779;641;47.44124980958926;9.618552653884658;9428
Mezzovico, Stazione;PAG;Haltestelle;Bus;Mezzovico-Vira;2715203;1105910;416;46.09486112102528;8.928302722024876;None
Grindelwald, Firstbahn;STI;Haltestelle;Bus;Grindelwald;2646197;1163840;1052;46.62421624345477;8.041821231139666;3818
Rovio, Selvone;PAG;Haltestelle;Bus;Val Mara;2719984;1089128;528;45.94309482822097;8.985829262337926;None
Echallens, Château;PAG;Haltestelle;Bus;Echallens;2538207;1165837;614;46.64090621998286;6.631565890188947;None
Bernina, Lagalbbahn;BuS;Haltestelle;Bus;Pontresina;2796401;1145995;2107;46.43650554608517;9.994552289168595;7504
Glattbrugg, Unterriet;VBG;Haltestelle;Bus / Tram;Opfikon;2684727;1254699;424;47.43763313683616;8.561825340148177;None
Baden, Schulhausplatz;RVBW;Haltestelle;Bus;Baden;2665529;1258221;381;47.471499424113134;8.307863910684027;5402
Pont-de-la-Morge (Sion), Ecole;PAG;Haltestelle;Bus;Sion;2590376;1119063;498;46.22294378630816;7.313914635180724;None
Sierre, Le Bourgeois;BS;Haltestelle;Bus;Sierre;2607264;1126957;550;46.29398649309044;7.532910915269376;None
Pura, Moriscio;PAG;Haltestelle;Bus;Curio;2710555;1094516;467;45.99316127273843;8.865534734384243;None
Boswil-Bünzen;SBB CFF FFS;Haltestelle;Zug;Boswil;2666295;1239737;446;47.30518398917124;8.315285556239322;5623
Zürich, Riedgraben;VBZ;Haltestelle;Bus;Zürich;2684544;1251713;426;47.41080297895846;8.558834637755995;8030
Avusy, Moulin de la Grave;TPG;Haltestelle;Bus;Avusy;2488373;1112016;412;46.15035636638428;5.993766093026448;None
Dübendorf, Neugut Süd;VBG;Haltestelle;Bus;Dübendorf;2687766;1250875;431;47.40284512813747;8.60135555991854;None
Deitingen, Feuerwehrmagazin;BSU;Haltestelle;Bus;Deitingen;2613793;1229199;430;47.21358329137828;7.620704682762535;4543
Kreuzlingen, Käsbach;VSK;Haltestelle;Bus;Kreuzlingen;2731646;1277802;437;47.63765129595133;9.190485652498849;None
Gluringen;MGB;Haltestelle;Zug;Goms;2661090;1146026;1311;46.46278188355277;8.233907424165405;None
Apples, La Mottaz;MBC;Haltestelle;Bus;Hautemorges;2522875;1155411;615;46.54552876295302;6.4330840528738245;None
Pomy, collège;PAG;Haltestelle;Bus;Pomy;2541343;1178916;567;46.75883582040387;6.670847329238494;1405
Unterengstringen, Langwisen;VBZ;Haltestelle;Bus;Unterengstringen;2676186;1251404;390;47.40904404180223;8.448051156700506;8103
Turbenthal, Schloss;PAG;Haltestelle;Bus;Turbenthal;2706358;1254809;550;47.43548201100786;8.848551901175568;None
Mels, Schurs;BOS;Haltestelle;Bus;Mels;2750189;1211079;731;47.033730217407225;9.41478245238043;None
Veyrier, Sierne;TPG;Haltestelle;Bus;Veyrier;2502784;1114736;410;46.17705757934098;6.179699531773515;1255
Praz-de-Fort;TMR;Haltestelle;Bus;Orsières;2575720;1093125;1153;45.989248774206175;7.1253166860326;1937
Flums, Alpenrösli;PAG;Haltestelle;Bus;Flums;2743580;1217178;667;47.09003909553768;9.329791407047548;None
Inwil, Pannerhof;ARAG;Haltestelle;Bus;Inwil;2668940;1219404;419;47.1220368591128;8.34714670671985;6034
Puplinge, Cornière;TPG;Haltestelle;Bus;Puplinge;2507531;1118142;437;46.20836244752396;6.240488807037242;1241
Oberbalm, Bach;PAG;Haltestelle;Bus;Oberbalm;2599724;1191298;735;46.872806189424274;7.435013513522912;3096
Unterseen, Seestrasse;PAG;Haltestelle;Bus;Unterseen;2631140;1170373;570;46.68385378882238;7.845671778729738;None
Vals, Vallé;PAG;Haltestelle;Bus;Vals;2733105;1163765;1268;46.61188073057431;9.176287210239064;7132
Erlinsbach, Rebberg;BBA;Haltestelle;Bus;Erlinsbach (AG);2643978;1249694;473;47.39660217862953;8.021164421531717;None
Biel/Bienne, Zihlplatz/Place de la Thielle;VB TPB;Haltestelle;Bus;Biel/Bienne;2585822;1219589;437;47.127132666999074;7.251772453899027;2505
Leysin, Grand Hôtel (virage);OTL;Haltestelle;Bus;Leysin;2566625;1132640;1433;46.34431346648863;7.005122230522644;None
Prêles, gare;PAG;Haltestelle;Bus;Plateau de Diesse;2576615;1215809;815;47.092869790400826;7.130627501328144;None
Zürich, Opernhaus;VBZ;Haltestelle;Bus / Tram;Zürich;2683771;1246655;415;47.36541356707784;8.547646639374468;8030
Rotkreuz, Lindenplatz;ZVB;Haltestelle;Bus;Risch;2674950;1221480;428;47.14005563293599;8.426685138974593;None
Andwil TG, Eckartshausen;PAG;Haltestelle;Bus;Birwinken;2733659;1270623;508;47.57269592506875;9.215101236095313;None
Kalchrain;PAG;Haltestelle;Bus;Hüttwilen;2709055;1274512;591;47.612215388235605;8.889124896522075;8536
Wilen bei Wollerau, Schlyffi;PAG;Haltestelle;Bus;Freienbach;2697944;1228179;493;47.197299840023696;8.73121836056988;8807
Kälti;SthB;Haltestelle;Standseilbahn / Kabinenbahn;Stans;2669463;1200017;710;46.947607431940334;8.351068339599616;6371
Waldegg, Katholische Kirche;PAG;Haltestelle;Bus;Uitikon;2677329;1246514;555;47.36493282119405;8.46234849599182;None
Les Chaux (Barboleuse);TVGD;Haltestelle;Kabinenbahn;Gryon;2574261;1127130;1774;46.29508524161119;7.104613591159394;1882
Ascona, Mirador;FART;Haltestelle;Bus;Ascona;2703442;1111867;202;46.15034619871312;8.777570186937636;6612
Langnau i.E., Ilfis Center;BLAG;Haltestelle;Bus;Langnau im Emmental;2625891;1198894;669;46.940631882112925;7.778674770877805;None
St-Légier, Plateau de la Veyre;VMCV;Haltestelle;Bus;Blonay - Saint-Légier;2555602;1147036;488;46.47317091147094;6.860563759025952;None
Steffisburg, Zulgbrücke;STI;Haltestelle;Bus;Steffisburg;2613622;1180371;571;46.77437620081904;7.616988899775744;None
Bürchen, Diebjen;PAG;Haltestelle;Bus;Bürchen;2631327;1124670;1738;46.27272498262054;7.845026634220773;3935
Riaz, CO;TPF;Haltestelle;Bus;Riaz;2571422;1166041;725;46.64499395193889;7.065360450407119;1632
Brunni SZ, Rest. Brunni;PAG;Haltestelle;Bus;Alpthal;2696334;1211336;1090;47.0460558568252;8.706383468775789;8849
Merenschwand, Unterdorf;PAG;Haltestelle;Bus;Merenschwand;2671373;1234704;387;47.2593882645422;8.381629181742644;5634
Herisau, Sportzentrum;VBH;Haltestelle;Bus;Herisau;2739765;1250427;780;47.389833338425134;9.289893757694424;9102
Susten, Schule;LLB;Haltestelle;Bus;Leuk;2615920;1128660;639;46.30915749069458;7.645299989310101;None
Blatten b. Naters,Abzw.Stalden;PAG;Haltestelle;Bus;Naters;2642400;1134959;1416;46.36467228569591;7.989600953400864;3904
Zürich, Hungerbergstrasse;VBZ;Haltestelle;Bus;Zürich;2680204;1252797;458;47.42109464362459;8.501531285959613;8030
Savognin, Strada;PAG;Haltestelle;Bus;Surses;2765505;1163267;1253;46.600161981867;9.598888929085923;None
Sissach, Güterstrasse;BLT;Haltestelle;Bus;Sissach;2628496;1256841;376;47.461733119332045;7.816546446249688;None
Wolhusen, Tropenhaus;ARAG;Haltestelle;Bus;Wolhusen;2648881;1213146;676;47.0675329390849;8.082140052914745;None
Weggis, Lorbeerweg;AAGS;Haltestelle;Bus;Weggis;2677367;1208708;478;47.024903826851656;8.456361234054976;6353
Rickenbach bei Wil, Breite;BOS;Haltestelle;Bus;Rickenbach (TG);2721625;1256200;556;47.44534552810831;9.051263325940235;None
Gamprin, Badäl;VLM;Haltestelle;Bus;Ruggell;2757349;1233345;435;47.23227823331937;9.51670822893204;9491
Genève, Riant-Parc;TPG;Haltestelle;Bus;Genève;2498194;1119762;447;46.22158390292103;6.119173903860472;1208
Schwarzenberg LU, Lifelen;PAG;Haltestelle;Bus;Schwarzenberg;2657109;1207472;791;47.01583987704513;8.189739408101708;None
Chavannes-de-Bogis, poste;TPN;Haltestelle;Bus;Chavannes-de-Bogis;2501898;1133665;476;46.34718451117604;6.164240658945818;1279
Les Motalles;SCP;Haltestelle;Sesselbahn;Blonay - Saint-Légier;2560127;1148642;1210;46.48790286866705;6.919340218328184;None
Riehen, Dinkelbergstrasse;BVB;Haltestelle;Bus;Riehen;2616501;1270069;300;47.581112268834886;7.6579546155335985;None
Lustmühle, Bahnhof;PAG;Haltestelle;Bus;Teufen (AR);2744927;1251673;773;47.39992097251112;9.358644434983775;None
Linthal Braunwaldbahn (Talst.);BRSB;Haltestelle;Standseilbahn;Glarus Süd;2719079;1198680;637;46.92854055598312;9.00231606485003;None
Euthal, Rüti;PAG;Haltestelle;Bus;Einsiedeln;2704370;1215123;896;47.07889805592106;8.812989094374627;None
Horgen, Hanegg;SZU;Haltestelle;Bus;Horgen;2688870;1231807;409;47.23121100091528;8.612201429262068;8813
Langnau i.E., Sonnenfeld;BLAG;Haltestelle;Bus;Langnau im Emmental;2625954;1199251;673;46.943840679337846;7.779522506742334;None
Les Marolires;CMA;Haltestelle;Kabinenbahn;Crans-Montana;2604364;1130488;1652;46.32577481804667;7.4953093585350254;None
Fribourg, Midi;TPF;Haltestelle;Bus;Fribourg;2577831;1183314;631;46.800615810906926;7.148233635693134;1708
Maules, village;TPF;Haltestelle;Bus;Sâles;2565720;1165361;892;46.638607909261815;6.990934935367072;None
Benzenschwil;SBB CFF FFS;Haltestelle;Zug;Merenschwand;2670178;1233296;458;47.246852855649394;8.365622241902843;5634
Amriswil, Strassenverkehrsamt;AOT;Haltestelle;Bus;Amriswil;2738458;1267953;454;47.54769453229984;9.278030357479471;None
La Neuveville;SBB CFF FFS;Haltestelle;Zug;La Neuveville;2573913;1212481;433;47.062833597397685;7.095232577938698;None
Biasca, Vallone;ABl;Haltestelle;Bus;Biasca;2717642;1136260;346;46.36740534183093;8.96748009868898;None
Schleinikon, Dachsleren;PAG;Haltestelle;Bus;Schleinikon;2671830;1261250;470;47.4980822492708;8.391926699715775;None
Brienz BE, Lehriweg;PAG;Haltestelle;Bus;Brienz (BE);2645192;1178526;595;46.75638894810938;8.030144021343979;None
Genève, Lyon;TPG;Haltestelle;Bus / Tram;Genève;2499648;1118428;394;46.2098041219347;6.138302154143377;1208
Mols (See);SW;Haltestelle;Schiff;Quarten;2739600;1219629;421;47.11293051695509;9.2781452511713;8883
Ovronnaz (télésiège);TOJ;Haltestelle;Sesselbahn;Leytron;2578529;1117059;1386;46.204641559278144;7.160466742138108;None
La Chaux-de-Fonds, bif. Bul-Va;PAG;Haltestelle;Bus;La Chaux-de-Fonds;2554276;1219062;1057;47.120960471776485;6.836080920044817;2305
Steffisburg, Glockenthalerhof;STI;Haltestelle;Bus;Steffisburg;2614695;1179365;582;46.765304137465655;7.631005516824804;None
Bulle, Verdel;TPF;Haltestelle;Bus;Bulle;2571457;1163801;744;46.62484568840532;7.065957031053869;1631
Vrin, Cons;PAG;Haltestelle;Bus;Lumnezia;2726518;1167798;1454;46.64943161679585;9.091430801713903;None
Uster, Schlyffi;VZO;Haltestelle;Bus;Uster;2695115;1244637;443;47.34572576414957;8.697373943787108;None
Schwarzsee, Campus;TPF;Haltestelle;Bus;Plaffeien;2587399;1168179;1055;46.6647210450365;7.273987283735848;1716
Airolo, Stazione;PAG;Haltestelle;Bus;Airolo;2689733;1153599;1143;46.52767504802075;8.608203738568715;None
Heimberg, Sportzentrum;STI;Haltestelle;Bus;Heimberg;2612452;1182324;546;46.79196696187239;7.601722972746892;3627
Cappella-Agnuzzo, Stazione;PAG;Haltestelle;Bus;Collina d'Oro;2715084;1094595;341;45.99311560521113;8.923994312589434;None
Belmont-sur-Lausanne, Champ Preveire;TL;Haltestelle;Bus;Belmont-sur-Lausanne;2542147;1153256;684;46.52809189656726;6.684604790195125;None
Stalden VS, Pollern;PAG;Haltestelle;Bus;Stalden (VS);2633842;1118847;948;46.22022267478325;7.877229565218239;None
Im Holz;BLS;Haltestelle;Zug;Lommiswil;2602739;1231111;618;47.230918210577606;7.474795787891639;4514
Les Moulins, La Rosettaz;TPC;Haltestelle;Bus;Château-d'Oex;2575617;1145293;977;46.45852215312175;7.12125396112683;1660
Schaffhausen, Vögelingässchen;VBSH;Haltestelle;Bus;(Ausland);2691675;1282934;434;47.69060790390167;8.659743491145909;None
Zürich, Tunnelstrasse;VBZ;Haltestelle;Tram;Zürich;2682628;1246720;409;47.36614243368234;8.532528744765461;8030
Bonstetten-Wettswil;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Bonstetten;2677828;1242181;527;47.32590499018766;8.46820124419007;8906
Lausanne, Craivavers;TL;Haltestelle;Bus;Lausanne;2540203;1153643;644;46.53140180084546;6.659218837721681;1012
Märwil;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Affeltrangen;2722778;1265986;506;47.5331268261177;9.069243264794652;None
Gockhausen, Ursprungstrasse;VBZ;Haltestelle;Bus;Dübendorf;2687697;1248873;537;47.38484990212098;8.600049037962785;None
Vernier, école;TPG;Haltestelle;Bus;Vernier;2495600;1119250;438;46.21658085754664;6.085675146425458;None
Hilterfingen, Post;STI;Haltestelle;Bus;Hilterfingen;2616771;1176058;557;46.73550752463071;7.658061321028268;3652
Anzère (télécabine);RMA;Haltestelle;Kabinenbahn;Ayent;2596628;1127095;1526;46.29525757406803;7.3948833869393455;None
Brontallo, Bivio;PAG;Haltestelle;Bus;Lavizzara;2691475;1134217;595;46.35310604035751;8.627079233634536;None
Porrentruy, Lorette;PAG;Haltestelle;Bus;Porrentruy;2573023;1252153;427;47.41962729092457;7.081129543324995;None
Gamsen, Gewerbez. Olympica;PAG;Haltestelle;Bus;Brig-Glis;2640265;1128528;662;46.30695403729781;7.961302849442299;None
Vérossaz, Les Bassex;PAG;Haltestelle;Bus;Vérossaz;2565249;1118085;795;46.21331449130415;6.988337389746957;1891
Spiez;BLS;Haltestelle und Bedienpunkt;Zug;Spiez;2618472;1170603;628;46.6863926486926;7.68009744963134;None
Netstal, Wiggis Park;PAG;Haltestelle;Bus;Glarus;2722966;1214174;457;47.06717274591766;9.057541731624452;None
Merligen, Ralligen;STI;Haltestelle;Bus;Sigriswil;2621995;1172850;555;46.7064988402637;7.726256058580903;3655
Jens, Birkenweg;PAG;Haltestelle;Bus;Jens;2586233;1216705;503;47.10120023691525;7.257277529198386;2565
Augio, Tarco;PAG;Haltestelle;Bus;Rossa;2729845;1136584;1049;46.36806918835708;9.126110545666153;None
Lignerolle, église;TRAVYS;Haltestelle;Bus;Lignerolle;2524922;1177001;761;46.739960187733445;6.456239733628826;1357
Sierre/Siders;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Sierre;2607258;1126750;533;46.29212446585788;7.532829856134122;None
Basel, Lerchenstrasse;BVB;Haltestelle;Bus / Tram;Basel;2611232;1264986;333;47.53550813321718;7.587790837406064;4028
Distelboden (Talst. Erzegg);SMF;Haltestelle;Sesselbahn;Kerns;2664200;1180216;1894;46.77003116661128;8.279156271102892;6064
Cressier FR, gare;TPF;Haltestelle;Bus;Cressier (FR);2577986;1194398;540;46.90032436354218;7.149727251174923;None
Le Mont-sur-Lausanne, Martines;TL;Haltestelle;Bus;Le Mont-sur-Lausanne;2538121;1155324;642;46.54633293578976;6.631857273683911;None
St-Imier, Bethania;CJ;Haltestelle;Bus;Saint-Imier;2566153;1222334;822;47.151106783202025;6.992345443518463;None
Lengnau BE, Friedhof;BGU;Haltestelle;Bus;Lengnau (BE);2594676;1225301;446;47.17864244293533;7.368393949285891;None
Grenchen, Flurstrasse Süd;BGU;Haltestelle;Bus;Grenchen;2597936;1227118;455;47.19500444044308;7.411391369869611;None
Ependes FR, village;TPF;Haltestelle;Bus;Bois-d'Amont;2577582;1178092;748;46.75363377352693;7.145228723213907;None
Chur, City West;BuS;Haltestelle;Bus;Chur;2757900;1190480;600;46.846711184844814;9.509044158680585;7001
Urnäsch, Kräzerli;PAG;Haltestelle;Bus;Urnäsch;2740784;1236357;1128;47.26310111657634;9.298967255201894;9107
Crissier, Noutes;TL;Haltestelle;Bus;Crissier;2534099;1155053;470;46.543510447911466;6.57946101889275;None
Zürich, Rautihalde;VBZ;Haltestelle;Bus;Zürich;2678186;1248887;426;47.38617322099645;8.474107112067909;8030
Passugg, Hotelfachschule;PAG;Haltestelle;Bus;Churwalden;2760843;1188723;773;46.83020695684209;9.546995814861498;7075
Orpund, Gottstatt;asm;Haltestelle;Bus;Orpund;2590451;1220760;435;47.13774915424865;7.312754569266005;2552
Haute-Nendaz, Chalet Dardel;PAG;Haltestelle;Bus;Nendaz;2590283;1114130;1368;46.17856727677574;7.312812698704523;None
